id,title,company,level,required_skills,nice_to_have,years_experience,salary_range
jd_0257,Platform Engineer,LatticeWorks,Mid,"Kubernetes, Cilium, Service Mesh, Istio, Terraform, AWS, Linux, Python","Crossplane, Operator Pattern, CRDs, Kubernetes API",4,"$100,000 - $125,000"
jd_0258,Senior Platform Engineer,RapidScale Inc.,Senior,"AWS, Cost Optimization, FinOps, Terraform, EC2, RDS","Kernel Networking, Performance Tuning, Go",8,"$138,000 - $168,000"
jd_0259,Junior Web Developer,ClearPath AI,Junior,"React, Next.js, TypeScript, PostgreSQL, GraphQL, Docker","Meilisearch, Algolia, Full-Text Search, OpenSearch",0,"$62,000 - $82,000"
jd_0260,Associate SDE,EdgeCloud Tech,Junior,"Python, Django, Celery, Redis, PostgreSQL, Docker, REST APIs","gRPC streaming, Go, DuckDB",1,"$62,000 - $82,000"
jd_0261,Senior Backend Engineer,JupiterCloud,Senior,"Go, gRPC, Distributed Systems, Kafka, Redis, PostgreSQL, Docker, Linux, Git, C#","DDD, CQRS, Apache Flink",7,"$145,000 - $175,000"
jd_0262,Cloud Engineer I,GridAxis Solutions,Junior,"Azure, Bicep, AKS, Azure DevOps, Linux, Python, Monitoring, Security, Lambda","Consul, Vault, Secrets Management",2,"$68,000 - $88,000"
jd_0263,Principal Cloud Engineer,SolidOps,Lead,"AWS, Azure, Terraform, Kubernetes, Docker, Ansible, Linux","Service Discovery, Secrets Management, Vault, Consul",9,"$155,000 - $195,000"
jd_0264,Machine Learning Developer,PulseDev Corp,Mid,"Python, AutoML, NAS, Hyperparameter Tuning, MLflow, Scikit-learn, SQL, Docker, API Integration","Milvus, Semantic Search, LlamaIndex",3,"$88,000 - $112,000"
jd_0265,Staff Engineer,OmniData Systems,Senior,"Python, C++, Algorithm Design, Data Structures, System Design, Linux, Git, Code Review","Event Sourcing, Kotlin, CQRS, DDD, Apache Flink",7,"$145,000 - $175,000"
jd_0266,ML Engineer I,Quantum Dynamics,Junior,"Python, PyTorch, Transformers, HuggingFace, MLflow, Kubernetes, Feature Engineering, Git","Profiling, SIMD, Memory Optimization, C++, Latency Reduction",2,"$60,000 - $80,000"
jd_0267,Entry-Level ML Developer,NeuralPath Inc.,Junior,"Python, NLP, spaCy, Transformers, BERT, MLflow, SQL","CUDA, Model Quantization, TensorRT, Rust, C++",2,"$60,000 - $80,000"
jd_0268,Research Engineer,Stratus Systems,Mid,"Python, PyTorch, Transformers, HuggingFace, MLflow, Kubernetes, Feature Engineering, Git, Spark, SQL","C++, Profiling, Memory Optimization",4,"$100,000 - $125,000"
jd_0269,Senior Backend Engineer,Velocity Software,Senior,"C++, Go, Microservices, Kubernetes, Docker, PostgreSQL","Terraform, Grafana, GraphQL",6,"$135,000 - $165,000"
jd_0270,Research Analyst,IronForge Tech,Mid,"Python, SQL, dbt, Looker, Statistics, A/B Testing, Pandas, Data Pipelines, Feature Engineering","Deep Learning, TensorFlow, PyTorch",3,"$100,000 - $125,000"
jd_0271,Staff Data Scientist,RiftData Labs,Senior,"Python, SQL, Causal Inference, Bayesian Statistics, Pandas, Scikit-learn","Databricks, Feature Store, Spark MLlib, Delta Lake",8,"$128,000 - $158,000"
jd_0272,Junior Full Stack Developer,BrightMind AI,Junior,"React, TypeScript, Remix, Prisma, PostgreSQL, Docker, Git, CSS Modules","Sentry, Monitoring, Logging, OpenTelemetry",2,"$65,000 - $85,000"
jd_0273,Staff Cloud Engineer,SolidOps,Senior,"Terraform, Pulumi, AWS, GCP, Kubernetes, Docker, Python, CI/CD, Azure","Vault, Consul, Secrets Management",6,"$128,000 - $158,000"
jd_0274,Applied ML Engineer,QuantumLeap Tech,Mid,"Python, LLMs, RAG, Vector Databases, LangChain, Fine-tuning, API Integration, Git, MLOps","Profiling, SIMD, Memory Optimization",3,"$90,000 - $115,000"
jd_0275,Entry-Level SDE,HorizonTech,Junior,"Python, Java, Spring Boot, Microservices, SQL, Git, Unit Testing, Agile, System Design, JUnit","gRPC, Protocol Buffers, OpenTelemetry, Ktor, Kotlin",2,"$62,000 - $82,000"
jd_0276,Principal SRE,Stellar Innovations,Lead,"Kubernetes, Argo CD, GitOps, Terraform, AWS, Docker, Linux, Helm, Multi-Cloud","GitOps, FluxCD, ArgoCD",9,"$160,000 - $200,000"
jd_0277,Associate Full Stack Engineer,ClearPath AI,Junior,"React, Node.js, GraphQL, MongoDB, Redis, AWS, Docker","SVG, Three.js, Canvas API, Data Visualization, D3.js",1,"$60,000 - $80,000"
jd_0278,Junior Data Scientist,InfiniteOps,Junior,"Python, SQL, Power BI, DAX, Excel, Statistics","Spark MLlib, MLflow, Databricks, Feature Store, Delta Lake",2,"$66,000 - $86,000"
jd_0279,Lead Analyst,ZenithSoft,Senior,"Python, SQL, Anomaly Detection, Time Series, Pandas, Scikit-learn, Statistics, Git","MCMC, Stan, PyMC, Bayesian Modeling, Probabilistic Programming",7,"$145,000 - $175,000"
jd_0280,Machine Learning Developer,PeakSoft Labs,Mid,"Python, Model Serving, TorchServe, ONNX, Triton, Kubernetes, Docker, REST APIs, CNNs","dbt, Tecton, Great Expectations, Feast, Data Quality",3,"$95,000 - $120,000"
jd_0281,Backend Engineer,GridAxis Solutions,Mid,"Go, gRPC, Distributed Systems, Kafka, Redis, PostgreSQL, Docker, Linux, Git, System Design","GenServer, PubSub, Phoenix",5,"$100,000 - $125,000"
jd_0282,Cloud Architect,GridAxis Solutions,Lead,"AWS, Lambda, Serverless, API Gateway, DynamoDB, Python, CI/CD, IaC, Cilium","Envoy, Load Balancing, Traffic Management",8,"$180,000 - $220,000"
jd_0283,Associate Cloud Engineer,BrightMind AI,Junior,"GCP, BigQuery, Dataflow, Terraform, Python, Kubernetes, Docker, Linux","CIS Benchmarks, AMI, Golden Images, Packer, Image Hardening",0,"$62,000 - $82,000"
jd_0284,ML Engineer I,DawnByte Inc.,Junior,"Python, Model Serving, TorchServe, ONNX, Triton, Kubernetes, Docker, REST APIs, Git, Reinforcement Learning","Feast, Tecton, Data Quality, Great Expectations",2,"$60,000 - $80,000"
jd_0285,Associate Data Scientist,PulseDev Corp,Junior,"Python, SQL, SciPy, Pandas, Matplotlib, Regression Analysis","Kubernetes, MLOps, API Integration, Model Deployment, Docker",1,"$65,000 - $85,000"
jd_0286,Senior Research Scientist,EvolveCloud,Senior,"Python, SQL, dbt, Looker, Statistics, A/B Testing, Pandas, Data Pipelines","R Shiny, Streamlit, Bokeh, Plotly Dash, Interactive Dashboards",8,"$138,000 - $168,000"
jd_0287,AI Engineer,InfiniteOps,Mid,"Python, PyTorch, Computer Vision, OpenCV, CNNs, MLOps, Docker, REST APIs, Feature Engineering","Model Registry, Seldon, Ray Serve, Kubernetes, BentoML",4,"$90,000 - $115,000"
jd_0288,Entry-Level SDE,NovaSky Technologies,Junior,"Java, Python, Data Structures, Algorithms, System Design, REST APIs, Git, CI/CD, Microservices","Apache Avro, ksqlDB, Redis Streams, Schema Registry",2,"$68,000 - $88,000"
jd_0289,Senior Research Scientist,BluePeak Solutions,Senior,"Python, SQL, Causal Inference, Bayesian Statistics, Pandas, Scikit-learn, Jupyter, Git","Metabase, Dashboard Automation, Looker, Tableau Server",6,"$138,000 - $168,000"
jd_0290,Web Application Developer,InfiniteOps,Mid,"React, Python, Flask, PostgreSQL, Celery, Docker, Git, REST APIs, Tailwind CSS","Algolia, Full-Text Search, Elasticsearch",4,"$92,000 - $118,000"
jd_0291,Machine Learning Developer,InfiniteOps,Mid,"Python, Recommendation Systems, Collaborative Filtering, Spark, SQL, MLOps, Docker, Redis, Scikit-learn, MLflow","Milvus, Pinecone, Semantic Search, LlamaIndex",4,"$90,000 - $115,000"
jd_0292,Senior Full Stack Engineer,Stellar Innovations,Senior,"Angular, Spring Boot, Java, MySQL, REST APIs, Docker","CI/CD, Infrastructure as Code, AWS CDK",5,"$145,000 - $175,000"
jd_0293,Full Stack Developer I,DawnByte Inc.,Junior,"React, TypeScript, Remix, Prisma, PostgreSQL, Docker","AWS CDK, Infrastructure as Code, GitOps, CI/CD",1,"$68,000 - $88,000"
jd_0294,Junior Web Developer,MangoSoft,Junior,"React Native, Node.js, TypeScript, MongoDB, REST APIs, Docker, Git, Mobile Development","Full-Text Search, Algolia, OpenSearch, Meilisearch, Elasticsearch",0,"$65,000 - $85,000"
jd_0295,Full Stack Engineer,Cascade Systems,Mid,"Next.js, React, TypeScript, Supabase, PostgreSQL, Docker, Git, Tailwind CSS, Node.js","Stripe, OAuth, Clerk, Auth0",5,"$100,000 - $125,000"
jd_0296,Lead Cloud Engineer,ZenithSoft,Lead,"AWS, Security Hub, IAM, KMS, Terraform, Kubernetes, Linux","Cloud Cost Management, FinOps, Reserved Instances, Spot Instances",8,"$168,000 - $208,000"
jd_0297,Platform Engineer,Luminary Data Co.,Mid,"Java, Scala, Apache Kafka, Spark, System Design, Git, REST APIs, JUnit, gRPC","Protocol Buffers, Kotlin, OpenTelemetry, gRPC, Ktor",5,"$92,000 - $118,000"
jd_0298,Senior ML Engineer,XcelCloud,Senior,"Python, A/B Testing, Causal Inference, Statistics, SQL, Pandas, Experimentation Platform, Git, Graph Neural Networks","Data Quality, Tecton, Great Expectations",6,"$132,000 - $162,000"
jd_0299,Junior Full Stack Developer,TurboStack,Junior,"React, Node.js, TypeScript, PostgreSQL, REST APIs, Docker, Git, CSS, Next.js","Sentry, Monitoring, Datadog",0,"$64,000 - $84,000"
jd_0300,Senior Software Engineer,Meridian Analytics,Senior,"Swift, iOS SDK, Xcode, REST APIs, Core Data, Git, Unit Testing, Agile","Redis Streams, ksqlDB, Schema Registry",8,"$145,000 - $175,000"
jd_0301,Senior SRE,SkyBridge Tech,Senior,"Kubernetes, Cilium, Service Mesh, Istio, Terraform, AWS, Linux","Cloud Cost Management, FinOps, Reserved Instances",6,"$135,000 - $165,000"
jd_0302,Associate AI Engineer,GridAxis Solutions,Junior,"Python, PyTorch, Distributed Training, NCCL, GPU Optimization, CUDA, Linux, Git, Scikit-learn","Edge Deployment, ONNX Runtime, Real-time Inference, Go",2,"$66,000 - $86,000"
jd_0303,Software Developer,HaloTech Systems,Mid,"Python, FastAPI, PostgreSQL, Redis, Docker, Git, REST APIs, TDD","Vector DBs, Python, ML basics, Observability, LLM APIs",3,"$97,000 - $122,000"
jd_0304,Associate AI Engineer,OceanTech,Junior,"Python, PyTorch, Diffusion Models, Generative AI, LLM Fine-tuning, Hugging Face, Git, Linux","Databricks, Scala, Delta Lake, Spark MLlib, Feature Platform",1,"$66,000 - $86,000"
jd_0305,Associate Cloud Engineer,GigaStack Inc.,Junior,"GCP, BigQuery, Dataflow, Terraform, Python, Kubernetes, Docker, Linux","Progressive Delivery, FluxCD, ArgoCD, GitOps",2,"$60,000 - $80,000"
jd_0306,Senior SRE,PulseDev Corp,Senior,"AWS, ECS, Fargate, Terraform, Docker, Python, CI/CD, Networking","Chaos Engineering, Error Budgets, Reliability, SLOs, SLIs",7,"$132,000 - $162,000"
jd_0307,Infrastructure Engineer,LatticeWorks,Mid,"Kubernetes, Cilium, Service Mesh, Istio, Terraform, AWS, Linux, Python, Monitoring","Golden Images, Image Hardening, Packer, CIS Benchmarks",4,"$92,000 - $118,000"
jd_0308,Junior Data Scientist,Velocity Software,Junior,"Python, SQL, Pandas, Scikit-learn, XGBoost, Statistics, Tableau, Git","Neo4j, Community Detection, Graph Analytics, NetworkX",1,"$60,000 - $80,000"
jd_0309,Applied ML Engineer,Apex Cloud Inc.,Mid,"Python, Multi-modal Models, Vision-Language, CLIP, PyTorch, Docker, Git, REST APIs","Latency Reduction, Memory Optimization, Profiling",3,"$95,000 - $120,000"
jd_0310,ML Engineer,Synapse AI Labs,Mid,"Python, PyTorch, Computer Vision, OpenCV, CNNs, MLOps, Docker","Grafana, Evidently, Model Monitoring, Data Drift, Prometheus",3,"$93,000 - $119,000"
jd_0311,Associate AI Engineer,BetaOps Inc.,Junior,"Python, PyTorch, Computer Vision, OpenCV, CNNs, MLOps, Docker, REST APIs","Distributed Training, TPU Programming, Julia, JAX",1,"$68,000 - $88,000"
jd_0312,Research Analyst,UltraML Corp,Mid,"Python, SQL, Spark, BigQuery, Tableau, Statistics","Ensemble Methods, LightGBM, GBM",5,"$92,000 - $118,000"
jd_0313,Principal AI Engineer,JupiterCloud,Lead,"Python, PyTorch, Diffusion Models, Generative AI, LLM Fine-tuning, Hugging Face, Git, Linux","Go, Real-time Inference, Kafka",9,"$160,000 - $200,000"
jd_0314,Full Stack Developer I,MeshCloud Inc.,Junior,"React, Next.js, TypeScript, PostgreSQL, GraphQL, Docker","Data Visualization, D3.js, Three.js",1,"$64,000 - $84,000"
jd_0315,Senior SRE,BluePeak Solutions,Senior,"GCP, BigQuery, Dataflow, Terraform, Python, Kubernetes","ArgoCD, Progressive Delivery, GitOps",7,"$145,000 - $175,000"
jd_0316,Senior Research Engineer,IronForge Tech,Senior,"Python, NLP, spaCy, Transformers, BERT, MLflow, SQL, Docker, Hyperparameter Tuning","Weaviate, Semantic Search, Pinecone, LlamaIndex",6,"$130,000 - $160,000"
jd_0317,Cloud Engineer,ZenithSoft,Mid,"GCP, BigQuery, Dataflow, Terraform, Python, Kubernetes, Docker","Golden Images, Packer, Image Hardening, CIS Benchmarks, AMI",4,"$92,000 - $118,000"
jd_0318,Platform Engineer,MeshCloud Inc.,Mid,"AWS, Prometheus, Grafana, ELK Stack, Terraform, Kubernetes, Docker, Linux, BigQuery, Python","CIS Benchmarks, Packer, Golden Images, Image Hardening",3,"$100,000 - $125,000"
jd_0319,Machine Learning Developer,DeepSight Labs,Mid,"Python, PyTorch, Distributed Training, NCCL, GPU Optimization, CUDA, Linux, Git, TensorFlow, SQL","Databricks, Spark MLlib, Delta Lake, Scala",5,"$88,000 - $112,000"
jd_0320,ML Engineer,Vanguard Systems,Mid,"Python, TensorFlow, TFX, Vertex AI, BigQuery, MLOps","Distributed Training, XLA, JAX",3,"$93,000 - $119,000"
jd_0321,Staff Cloud Engineer,HaloTech Systems,Senior,"AWS, Lambda, Serverless, API Gateway, DynamoDB, Python, CI/CD, IaC","Spot Instances, Rightsizing, Reserved Instances",5,"$130,000 - $160,000"
jd_0322,Senior Full Stack Engineer,UltraML Corp,Senior,"Vue.js, Express, JavaScript, MongoDB, REST APIs, Docker, Git, HTML/CSS","React Query, Jotai, State Management, SWR",5,"$138,000 - $168,000"
jd_0323,Senior ML Engineer,Synapse AI Labs,Senior,"Python, Multi-modal Models, Vision-Language, CLIP, PyTorch, Docker, Git, REST APIs","Model Registry, BentoML, Kubernetes",6,"$135,000 - $165,000"
jd_0324,Senior Research Engineer,Tandem Systems,Senior,"Python, PyTorch, Distributed Training, NCCL, GPU Optimization, CUDA, Linux, Git, Docker","ONNX Runtime, Edge Deployment, Real-time Inference, Kafka",8,"$128,000 - $158,000"
jd_0325,Entry-Level SDE,NovaSky Technologies,Junior,"Python, Flask, SQLAlchemy, PostgreSQL, Docker, Git","Apache Flink, Event Sourcing, Kotlin, DDD, CQRS",2,"$65,000 - $85,000"
jd_0326,Engineering Manager,MeshCloud Inc.,Lead,"JavaScript, Node.js, TypeScript, PostgreSQL, REST APIs, Docker, Git","Contract Testing, Azure, OpenAPI, A/B Testing",8,"$168,000 - $208,000"
jd_0327,Applied Data Scientist,SkyBridge Tech,Mid,"Python, SQL, Natural Language Processing, Text Mining, Pandas, Statistics, Jupyter, Git","Ensemble Methods, CatBoost, GBM",4,"$95,000 - $120,000"
jd_0328,Senior SDE,DeepSight Labs,Senior,"JavaScript, Node.js, TypeScript, PostgreSQL, REST APIs, Docker, Git","Elixir, GenServer, Phoenix, LiveView, PubSub",8,"$140,000 - $170,000"
jd_0329,Backend Engineer,PeakSoft Labs,Mid,"Java, Microservices, Kafka, Spring Cloud, Redis, PostgreSQL, Docker, Kubernetes, Linux","GenServer, PubSub, LiveView, Phoenix, Elixir",4,"$97,000 - $122,000"
jd_0330,Senior ML Engineer,IronForge Tech,Senior,"Python, Reinforcement Learning, PyTorch, OpenAI Gym, Distributed Training, Linux, Git, MLOps","Stan, Probabilistic Programming, Bayesian Inference",7,"$135,000 - $165,000"
jd_0331,ML Engineer,NovaSky Technologies,Mid,"Python, Multi-modal Models, Vision-Language, CLIP, PyTorch, Docker, Git","TensorRT, C++, CUDA, Model Quantization",4,"$100,000 - $125,000"
jd_0332,Machine Learning Developer,WaveLogic Labs,Mid,"Python, PyTorch, Computer Vision, OpenCV, CNNs, MLOps, Docker, REST APIs, Keras","Milvus, Weaviate, LlamaIndex, Pinecone, Semantic Search",3,"$100,000 - $125,000"
jd_0333,Data Scientist,CoreLogic Labs,Mid,"Python, SQL, dbt, Looker, Statistics, A/B Testing","Sentiment Analysis, Entity Recognition, NLP, BERT, spaCy",3,"$95,000 - $120,000"
jd_0334,Senior ML Engineer,GigaStack Inc.,Senior,"Python, NLP, spaCy, Transformers, BERT, MLflow","Data Drift, Evidently, Grafana",6,"$135,000 - $165,000"
jd_0335,Senior SRE,YottaData Inc.,Senior,"Azure, Bicep, AKS, Azure DevOps, Linux, Python","SLIs, Reliability, Error Budgets, Chaos Engineering, SLOs",7,"$130,000 - $160,000"
jd_0336,Lead Full Stack Developer,GridAxis Solutions,Lead,"Next.js, React, TypeScript, Supabase, PostgreSQL, Docker, Git, Tailwind CSS, Node.js","CI/CD, Infrastructure as Code, Terraform, GitOps",8,"$155,000 - $195,000"
jd_0337,Research Engineer,Tandem Systems,Mid,"Python, Model Serving, TorchServe, ONNX, Triton, Kubernetes","BentoML, Model Registry, Kubernetes, Ray Serve",4,"$100,000 - $125,000"
jd_0338,Junior Full Stack Developer,Luminary Data Co.,Junior,"React, Node.js, GraphQL, MongoDB, Redis, AWS, Docker, Git","Clerk, Payment Integration, OAuth, Auth0, Stripe",0,"$64,000 - $84,000"
jd_0339,Staff Engineer,Cascade Systems,Senior,"C#, .NET, Azure, SQL Server, REST APIs, Git, Unit Testing","Chaos Engineering, gRPC, Rust, Service Mesh",6,"$135,000 - $165,000"
jd_0340,Senior Full Stack Developer,InfiniteOps,Senior,"React, Python, Flask, PostgreSQL, Celery, Docker","Web Workers, WebAssembly, Micro Frontends, GraphQL Federation, PWA",6,"$132,000 - $162,000"
jd_0341,Senior Backend Engineer,BrightMind AI,Senior,"Java, AWS, DynamoDB, Lambda, SQS, Git, REST APIs, Microservices","OpenTelemetry, React, TypeScript",7,"$135,000 - $165,000"
jd_0342,Full Stack Developer,Vanguard Systems,Mid,"Angular, Spring Boot, Java, MySQL, REST APIs, Docker, Git","Algolia, Full-Text Search, Elasticsearch",5,"$88,000 - $112,000"
jd_0343,Platform Engineer,BluePeak Solutions,Mid,"GCP, BigQuery, Dataflow, Terraform, Python, Kubernetes, Docker, Linux, Azure DevOps","Envoy, Traffic Management, Nginx, Linkerd",3,"$88,000 - $112,000"
jd_0344,Senior Web Engineer,Stratus Systems,Senior,"React, Node.js, TypeScript, DynamoDB, Lambda, AWS, Git, REST APIs, Docker","OpenAPI, Contract Testing, Swagger, tRPC, API Design",6,"$140,000 - $170,000"
jd_0345,Senior Full Stack Developer,UltraML Corp,Senior,"Next.js, TypeScript, Prisma, PostgreSQL, Tailwind CSS, Vercel","Auth0, Clerk, OAuth, Payment Integration, Stripe",5,"$130,000 - $160,000"
jd_0346,Junior Cloud Engineer,Vanguard Systems,Junior,"AWS, Prometheus, Grafana, ELK Stack, Terraform, Kubernetes, Docker","Rightsizing, FinOps, Spot Instances",1,"$60,000 - $80,000"
jd_0347,Cloud Engineer,BrightMind AI,Mid,"AWS, Cost Optimization, FinOps, Terraform, EC2, RDS, Lambda, Python, Azure","Reserved Instances, Rightsizing, Cloud Cost Management, FinOps",3,"$100,000 - $125,000"
jd_0348,Principal Data Scientist,SkyBridge Tech,Senior,"Python, SQL, Spark, BigQuery, Tableau, Statistics","Community Detection, NetworkX, Link Prediction, Graph Analytics, Neo4j",5,"$132,000 - $162,000"
jd_0349,Principal Data Scientist,IronForge Tech,Senior,"Python, SQL, Statsmodels, Seaborn, Jupyter, Experiment Design, Pandas, Storytelling, Excel","Stan, Probabilistic Programming, MCMC",5,"$135,000 - $165,000"
jd_0350,Associate Cloud Engineer,RapidScale Inc.,Junior,"AWS, Security Hub, IAM, KMS, Terraform, Kubernetes, Linux, Compliance","Nginx, Linkerd, Load Balancing",2,"$68,000 - $88,000"
jd_0351,Senior Web Engineer,UpStream Tech,Senior,"Next.js, React, TypeScript, Supabase, PostgreSQL, Docker, Git, Tailwind CSS, REST APIs","Clerk, Payment Integration, Stripe, OAuth, Auth0",8,"$135,000 - $165,000"
jd_0352,Senior SDE,RapidScale Inc.,Senior,"Java, Spring Boot, Hibernate, MySQL, Maven, Git","OpenTelemetry, TypeScript, Elasticsearch, React, Apache Pulsar",7,"$132,000 - $162,000"
jd_0353,Full Stack Engineer,Velocity Software,Mid,"React, Node.js, TypeScript, DynamoDB, Lambda, AWS, Git, REST APIs","React Query, State Management, SWR, Zustand",3,"$100,000 - $125,000"
jd_0354,Senior AI Engineer,FlowData Corp,Senior,"Python, Speech Recognition, Whisper, PyTorch, Audio Processing, MLOps, Docker, Git, Experimentation Platform","Ray Serve, Model Registry, Kubernetes, BentoML, Seldon",5,"$140,000 - $170,000"
jd_0355,Site Reliability Engineer,XcelCloud,Mid,"AWS, Terraform, Kubernetes, Docker, Linux, Python, CI/CD, Networking","Nginx, Linkerd, Traffic Management, Envoy",3,"$90,000 - $115,000"
jd_0356,Site Reliability Engineer,HaloTech Systems,Mid,"AWS, Ansible, Terraform, EC2, VPC, Linux, Python","Operator Pattern, Custom Controllers, Kubernetes API",5,"$88,000 - $112,000"
jd_0357,Quantitative Analyst,NovaSky Technologies,Mid,"Python, SQL, Causal Inference, Bayesian Statistics, Pandas, Scikit-learn, Jupyter, Git, Time Series Analysis","PyMC, Bayesian Modeling, Probabilistic Programming, MCMC, Stan",4,"$95,000 - $120,000"
jd_0358,Analytics Scientist,Luminary Data Co.,Mid,"Python, SQL, Natural Language Processing, Text Mining, Pandas, Statistics, Jupyter, Git","Computer Vision, Neural Networks, Deep Learning, TensorFlow",5,"$95,000 - $120,000"
jd_0359,Lead Software Engineer,HaloTech Systems,Lead,"Java, Python, Data Structures, Algorithms, System Design, REST APIs, Git, CI/CD, Agile","Azure, Feature Flags, Contract Testing, OpenAPI, A/B Testing",10,"$170,000 - $210,000"
jd_0360,Senior Research Scientist,MeshCloud Inc.,Senior,"Python, SQL, Pandas, NumPy, Looker, Statistics","Bokeh, R Shiny, Interactive Dashboards, Plotly Dash",6,"$138,000 - $168,000"
jd_0361,Cloud Engineer,Tandem Systems,Mid,"Multi-Cloud, AWS, Azure, Terraform, Kubernetes, Docker, Linux, Security, GitOps","Rightsizing, Cloud Cost Management, Spot Instances, FinOps, Reserved Instances",4,"$92,000 - $118,000"
jd_0362,Product Engineer,KernelOps,Mid,"Vue.js, Laravel, PHP, MySQL, REST APIs, Docker, Git, CI/CD, PostgreSQL","Stripe, Payment Integration, Auth0, OAuth",3,"$100,000 - $125,000"
jd_0363,Staff Engineer,NovaSky Technologies,Senior,"Kotlin, Java, Android SDK, REST APIs, Git, Unit Testing, Agile, CI/CD","AWS, Grafana, Terraform",6,"$138,000 - $168,000"
jd_0364,Staff Data Scientist,Velocity Software,Senior,"Python, SQL, Power BI, DAX, Excel, Statistics, Data Cleaning, Pandas","Bokeh, Plotly Dash, R Shiny, Streamlit, Interactive Dashboards",6,"$140,000 - $170,000"
jd_0365,Senior Software Engineer,NovaSky Technologies,Senior,"Java, Spring Boot, Hibernate, MySQL, Maven, Git, REST APIs, Microservices, Agile","Python, Vector DBs, ML basics",6,"$138,000 - $168,000"
jd_0366,Tech Lead (Full Stack),HorizonTech,Senior,"React, Node.js, TypeScript, PostgreSQL, REST APIs, Docker","React Query, Jotai, State Management, Zustand",6,"$140,000 - $170,000"
jd_0367,Full Stack Developer,TurboStack,Mid,"React, Next.js, TypeScript, PostgreSQL, GraphQL, Docker","Micro Frontends, PWA, GraphQL Federation",5,"$97,000 - $122,000"
jd_0368,Senior AI Engineer,MangoSoft,Senior,"Python, TensorFlow, PyTorch, Scikit-learn, MLOps, Feature Engineering, SQL","JAX, Distributed Training, XLA, TPU Programming, Julia",7,"$132,000 - $162,000"
jd_0369,Entry-Level ML Developer,CoreLogic Labs,Junior,"Python, SageMaker, AWS, MLOps, Scikit-learn, Pandas, SQL, Docker, Hugging Face","BentoML, Ray Serve, Kubernetes",0,"$68,000 - $88,000"
jd_0370,Web Application Developer,ZenithSoft,Mid,"Angular, .NET, C#, SQL Server, REST APIs, Azure, Docker, Git, WebSockets, Socket.io","State Management, Jotai, React Query, SWR",3,"$90,000 - $115,000"
jd_0371,Senior AI Engineer,KeystoneAI,Senior,"Python, Recommendation Systems, Collaborative Filtering, Spark, SQL, MLOps, Docker","Great Expectations, Data Quality, dbt",8,"$135,000 - $165,000"
jd_0372,Platform Engineer,MangoSoft,Mid,"Swift, iOS SDK, Xcode, REST APIs, Core Data, Git, Unit Testing, Agile, Kubernetes, Microservices","CQRS, Apache Flink, Kotlin, Event Sourcing",3,"$93,000 - $119,000"
jd_0373,Tech Lead (Full Stack),DataNexus Corp,Senior,"React, Django, Python, PostgreSQL, Celery, Redis, Docker, Git, Next.js","Algolia, Meilisearch, OpenSearch, Elasticsearch, Full-Text Search",8,"$138,000 - $168,000"
jd_0374,Platform Engineer,MangoSoft,Mid,"Go, Kubernetes, gRPC, Prometheus, PostgreSQL, Linux, Git","WebSockets, Apache Arrow, gRPC streaming, DuckDB",4,"$100,000 - $125,000"
jd_0375,Senior SDE,Apex Cloud Inc.,Senior,"Kotlin, Java, Android SDK, REST APIs, Git, Unit Testing, Agile, CI/CD, Performance Optimization","GraphQL, Grafana, Terraform, AWS, Prometheus",6,"$145,000 - $175,000"
jd_0376,Web Application Developer,AlphaStack Corp,Mid,"React, Python, FastAPI, PostgreSQL, Redis, Docker, Git, REST APIs, JavaScript","Contract Testing, Swagger, tRPC, OpenAPI",3,"$97,000 - $122,000"
jd_0377,Web Application Developer,MangoSoft,Mid,"Svelte, Node.js, TypeScript, PostgreSQL, REST APIs, Docker, Git, CSS","Micro Frontends, GraphQL Federation, WebAssembly",4,"$92,000 - $118,000"
jd_0378,Principal ML Engineer,Vanguard Systems,Senior,"Python, PyTorch, Distributed Training, NCCL, GPU Optimization, CUDA, Linux, Git","Model Quantization, C++, CUDA",5,"$140,000 - $170,000"
jd_0379,Software Engineer (Full Stack),AlphaStack Corp,Mid,"Next.js, React, TypeScript, Supabase, PostgreSQL, Docker","Micro Frontends, Web Workers, WebAssembly",4,"$93,000 - $119,000"
jd_0380,Senior Research Engineer,PeakSoft Labs,Senior,"Python, PyTorch, Transformers, HuggingFace, MLflow, Kubernetes, Feature Engineering, Git, LLM Fine-tuning","Distributed Training, TPU Programming, Julia, JAX",7,"$140,000 - $170,000"
jd_0381,Full Stack Engineer,QuantumLeap Tech,Mid,"React, Node.js, TypeScript, PostgreSQL, REST APIs, Docker, Git, CSS","SVG, Canvas API, D3.js, Data Visualization",4,"$93,000 - $119,000"
jd_0382,Senior SRE,YottaData Inc.,Senior,"AWS, Terraform, Kubernetes, Docker, Linux, Python","SLOs, SLIs, Error Budgets, Reliability, Chaos Engineering",8,"$132,000 - $162,000"
jd_0383,Staff Cloud Engineer,JetStream Analytics,Senior,"GCP, BigQuery, Dataflow, Terraform, Python, Kubernetes","Service Discovery, Consul, Nomad, Secrets Management",6,"$140,000 - $170,000"
jd_0384,Staff Data Scientist,Pixel Craft Studio,Senior,"Python, SQL, Power BI, DAX, Excel, Statistics, Data Cleaning","Dashboard Automation, Looker, Redash, Tableau Server, Metabase",7,"$145,000 - $175,000"
