role,level,skill,course_name,course_type,course_url,time_to_complete,project_name,project_type,project_description,certification_name,cert_provider,cert_cost
Cloud / DevOps Engineer,Lead,Grafana,Grafana for Beginners (Grafana Labs Official Tutorials),Free,https://grafana.com/tutorials/,6h,Infrastructure Observability Stack,Free,"Set up Grafana + Prometheus + Loki stack with Docker Compose, build dashboards, and configure alert rules — while mentoring a peer, writing ADRs, and reviewing code",Grafana Associate Observability Certification,Grafana Labs,Paid
Cloud / DevOps Engineer,Junior,IAM,AWS IAM Masterclass – Identity and Access Management (Udemy),Paid,https://www.udemy.com/course/aws-iam-masterclass/,5h,Least-Privilege IAM Policy Set,Free,Design and test least-privilege IAM policies for a 3-tier AWS app using IAM Simulator and AWS Config rules — following a guided tutorial with focus on core concepts,AWS Security Specialty,AWS,Paid
Cloud / DevOps Engineer,Mid,IAM,AWS IAM Masterclass – Identity and Access Management (Udemy),Paid,https://www.udemy.com/course/aws-iam-masterclass/,5h,Least-Privilege IAM Policy Set,Free,Design and test least-privilege IAM policies for a 3-tier AWS app using IAM Simulator and AWS Config rules — independently with documentation and debugging,AWS Security Specialty,AWS,Paid
Cloud / DevOps Engineer,Senior,IAM,AWS IAM Masterclass – Identity and Access Management (Udemy),Paid,https://www.udemy.com/course/aws-iam-masterclass/,5h,Least-Privilege IAM Policy Set,Free,"Design and test least-privilege IAM policies for a 3-tier AWS app using IAM Simulator and AWS Config rules — with production-grade error handling, testing, and documentation",AWS Security Specialty,AWS,Paid
Cloud / DevOps Engineer,Lead,IAM,AWS IAM Masterclass – Identity and Access Management (Udemy),Paid,https://www.udemy.com/course/aws-iam-masterclass/,5h,Least-Privilege IAM Policy Set,Free,"Design and test least-privilege IAM policies for a 3-tier AWS app using IAM Simulator and AWS Config rules — while mentoring a peer, writing ADRs, and reviewing code",AWS Security Specialty,AWS,Paid
Cloud / DevOps Engineer,Junior,Networking,The Complete Networking Fundamentals Course (David Bombal),Paid,https://www.udemy.com/course/complete-networking-fundamentals-course-ccna-start/,80h,Home Lab Network Simulation,Free,"Simulate a network with VLANs, routing, and firewall rules using Packet Tracer or GNS3 — following a guided tutorial with focus on core concepts",Cisco CCNA,Cisco,Paid
Cloud / DevOps Engineer,Mid,Networking,The Complete Networking Fundamentals Course (David Bombal),Paid,https://www.udemy.com/course/complete-networking-fundamentals-course-ccna-start/,80h,Home Lab Network Simulation,Free,"Simulate a network with VLANs, routing, and firewall rules using Packet Tracer or GNS3 — independently with documentation and debugging",Cisco CCNA,Cisco,Paid
Cloud / DevOps Engineer,Senior,Networking,The Complete Networking Fundamentals Course (David Bombal),Paid,https://www.udemy.com/course/complete-networking-fundamentals-course-ccna-start/,80h,Home Lab Network Simulation,Free,"Simulate a network with VLANs, routing, and firewall rules using Packet Tracer or GNS3 — with production-grade error handling, testing, and documentation",Cisco CCNA,Cisco,Paid
Cloud / DevOps Engineer,Lead,Networking,The Complete Networking Fundamentals Course (David Bombal),Paid,https://www.udemy.com/course/complete-networking-fundamentals-course-ccna-start/,80h,Home Lab Network Simulation,Free,"Simulate a network with VLANs, routing, and firewall rules using Packet Tracer or GNS3 — while mentoring a peer, writing ADRs, and reviewing code",Cisco CCNA,Cisco,Paid
Cloud / DevOps Engineer,Junior,Python,100 Days of Code: The Complete Python Pro Bootcamp (Angela Yu),Paid,https://www.udemy.com/course/100-days-of-code/,60h,CLI Data Analysis Tool,Free,"Build a command-line tool that reads CSV data, performs statistical analysis, and outputs formatted reports — following a guided tutorial with focus on core concepts",PCEP – Certified Entry-Level Python Programmer,Python Institute,Paid
Cloud / DevOps Engineer,Mid,Python,100 Days of Code: The Complete Python Pro Bootcamp (Angela Yu),Paid,https://www.udemy.com/course/100-days-of-code/,60h,CLI Data Analysis Tool,Free,"Build a command-line tool that reads CSV data, performs statistical analysis, and outputs formatted reports — independently with documentation and debugging",PCEP – Certified Entry-Level Python Programmer,Python Institute,Paid
Cloud / DevOps Engineer,Senior,Python,100 Days of Code: The Complete Python Pro Bootcamp (Angela Yu),Paid,https://www.udemy.com/course/100-days-of-code/,60h,CLI Data Analysis Tool,Free,"Build a command-line tool that reads CSV data, performs statistical analysis, and outputs formatted reports — with production-grade error handling, testing, and documentation",PCEP – Certified Entry-Level Python Programmer,Python Institute,Paid
Cloud / DevOps Engineer,Lead,Python,100 Days of Code: The Complete Python Pro Bootcamp (Angela Yu),Paid,https://www.udemy.com/course/100-days-of-code/,60h,CLI Data Analysis Tool,Free,"Build a command-line tool that reads CSV data, performs statistical analysis, and outputs formatted reports — while mentoring a peer, writing ADRs, and reviewing code",PCEP – Certified Entry-Level Python Programmer,Python Institute,Paid
Data Engineer,Junior,Python,100 Days of Code: The Complete Python Pro Bootcamp (Angela Yu),Paid,https://www.udemy.com/course/100-days-of-code/,60h,CLI Data Analysis Tool,Free,"Build a command-line tool that reads CSV data, performs statistical analysis, and outputs formatted reports — following a guided tutorial with focus on core concepts",PCEP – Certified Entry-Level Python Programmer,Python Institute,Paid
Data Engineer,Mid,Python,100 Days of Code: The Complete Python Pro Bootcamp (Angela Yu),Paid,https://www.udemy.com/course/100-days-of-code/,60h,CLI Data Analysis Tool,Free,"Build a command-line tool that reads CSV data, performs statistical analysis, and outputs formatted reports — independently with documentation and debugging",PCEP – Certified Entry-Level Python Programmer,Python Institute,Paid
Data Engineer,Senior,Python,100 Days of Code: The Complete Python Pro Bootcamp (Angela Yu),Paid,https://www.udemy.com/course/100-days-of-code/,60h,CLI Data Analysis Tool,Free,"Build a command-line tool that reads CSV data, performs statistical analysis, and outputs formatted reports — with production-grade error handling, testing, and documentation",PCEP – Certified Entry-Level Python Programmer,Python Institute,Paid
Data Engineer,Lead,Python,100 Days of Code: The Complete Python Pro Bootcamp (Angela Yu),Paid,https://www.udemy.com/course/100-days-of-code/,60h,CLI Data Analysis Tool,Free,"Build a command-line tool that reads CSV data, performs statistical analysis, and outputs formatted reports — while mentoring a peer, writing ADRs, and reviewing code",PCEP – Certified Entry-Level Python Programmer,Python Institute,Paid
Data Engineer,Junior,SQL,SQL for Data Analysis (Mode Analytics),Free,https://mode.com/sql-tutorial/,10h,Sales Analytics Dashboard Queries,Free,"Write complex SQL queries with CTEs, window functions, and subqueries to answer 10 business questions on a sales DB — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Data Engineer,Mid,SQL,SQL for Data Analysis (Mode Analytics),Free,https://mode.com/sql-tutorial/,10h,Sales Analytics Dashboard Queries,Free,"Write complex SQL queries with CTEs, window functions, and subqueries to answer 10 business questions on a sales DB — independently with documentation and debugging",N/A,N/A,N/A
Data Engineer,Senior,SQL,SQL for Data Analysis (Mode Analytics),Free,https://mode.com/sql-tutorial/,10h,Sales Analytics Dashboard Queries,Free,"Write complex SQL queries with CTEs, window functions, and subqueries to answer 10 business questions on a sales DB — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Data Engineer,Lead,SQL,SQL for Data Analysis (Mode Analytics),Free,https://mode.com/sql-tutorial/,10h,Sales Analytics Dashboard Queries,Free,"Write complex SQL queries with CTEs, window functions, and subqueries to answer 10 business questions on a sales DB — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Data Engineer,Junior,Apache Spark,Apache Spark with Python – PySpark (Jose Portilla),Paid,https://www.udemy.com/course/spark-and-python-for-big-data-with-pyspark/,12h,Batch ETL Pipeline with PySpark,Free,"Build a PySpark ETL job that reads raw JSON logs, cleans/transforms data, and writes Parquet files to S3 — following a guided tutorial with focus on core concepts",Databricks Certified Associate Developer for Apache Spark,Databricks,Paid
Data Engineer,Mid,Apache Spark,Apache Spark with Python – PySpark (Jose Portilla),Paid,https://www.udemy.com/course/spark-and-python-for-big-data-with-pyspark/,12h,Batch ETL Pipeline with PySpark,Free,"Build a PySpark ETL job that reads raw JSON logs, cleans/transforms data, and writes Parquet files to S3 — independently with documentation and debugging",Databricks Certified Associate Developer for Apache Spark,Databricks,Paid
Data Engineer,Senior,Apache Spark,Apache Spark with Python – PySpark (Jose Portilla),Paid,https://www.udemy.com/course/spark-and-python-for-big-data-with-pyspark/,12h,Batch ETL Pipeline with PySpark,Free,"Build a PySpark ETL job that reads raw JSON logs, cleans/transforms data, and writes Parquet files to S3 — with production-grade error handling, testing, and documentation",Databricks Certified Associate Developer for Apache Spark,Databricks,Paid
Data Engineer,Lead,Apache Spark,Apache Spark with Python – PySpark (Jose Portilla),Paid,https://www.udemy.com/course/spark-and-python-for-big-data-with-pyspark/,12h,Batch ETL Pipeline with PySpark,Free,"Build a PySpark ETL job that reads raw JSON logs, cleans/transforms data, and writes Parquet files to S3 — while mentoring a peer, writing ADRs, and reviewing code",Databricks Certified Associate Developer for Apache Spark,Databricks,Paid
Data Engineer,Junior,Kafka,Apache Kafka Series – Learn Apache Kafka for Beginners (Stephane Maarek),Paid,https://www.udemy.com/course/apache-kafka/,8h,Real-Time Event Streaming Pipeline,Free,Build a Kafka producer/consumer pipeline that streams clickstream events and aggregates stats in real time — following a guided tutorial with focus on core concepts,Confluent Certified Developer for Apache Kafka (CCDAK),Confluent,Paid
Data Engineer,Mid,Kafka,Apache Kafka Series – Learn Apache Kafka for Beginners (Stephane Maarek),Paid,https://www.udemy.com/course/apache-kafka/,8h,Real-Time Event Streaming Pipeline,Free,Build a Kafka producer/consumer pipeline that streams clickstream events and aggregates stats in real time — independently with documentation and debugging,Confluent Certified Developer for Apache Kafka (CCDAK),Confluent,Paid
Data Engineer,Senior,Kafka,Apache Kafka Series – Learn Apache Kafka for Beginners (Stephane Maarek),Paid,https://www.udemy.com/course/apache-kafka/,8h,Real-Time Event Streaming Pipeline,Free,"Build a Kafka producer/consumer pipeline that streams clickstream events and aggregates stats in real time — with production-grade error handling, testing, and documentation",Confluent Certified Developer for Apache Kafka (CCDAK),Confluent,Paid
Data Engineer,Lead,Kafka,Apache Kafka Series – Learn Apache Kafka for Beginners (Stephane Maarek),Paid,https://www.udemy.com/course/apache-kafka/,8h,Real-Time Event Streaming Pipeline,Free,"Build a Kafka producer/consumer pipeline that streams clickstream events and aggregates stats in real time — while mentoring a peer, writing ADRs, and reviewing code",Confluent Certified Developer for Apache Kafka (CCDAK),Confluent,Paid
Data Engineer,Junior,dbt,dbt Fundamentals (dbt Labs Official),Free,https://courses.getdbt.com/courses/fundamentals,5h,Analytics Engineering with dbt,Free,"Build a dbt project with staging, intermediate, and mart models over a public dataset, including tests and docs — following a guided tutorial with focus on core concepts",dbt Certified Analytics Engineer,dbt Labs,Paid
Data Engineer,Mid,dbt,dbt Fundamentals (dbt Labs Official),Free,https://courses.getdbt.com/courses/fundamentals,5h,Analytics Engineering with dbt,Free,"Build a dbt project with staging, intermediate, and mart models over a public dataset, including tests and docs — independently with documentation and debugging",dbt Certified Analytics Engineer,dbt Labs,Paid
Data Engineer,Senior,dbt,dbt Fundamentals (dbt Labs Official),Free,https://courses.getdbt.com/courses/fundamentals,5h,Analytics Engineering with dbt,Free,"Build a dbt project with staging, intermediate, and mart models over a public dataset, including tests and docs — with production-grade error handling, testing, and documentation",dbt Certified Analytics Engineer,dbt Labs,Paid
Data Engineer,Lead,dbt,dbt Fundamentals (dbt Labs Official),Free,https://courses.getdbt.com/courses/fundamentals,5h,Analytics Engineering with dbt,Free,"Build a dbt project with staging, intermediate, and mart models over a public dataset, including tests and docs — while mentoring a peer, writing ADRs, and reviewing code",dbt Certified Analytics Engineer,dbt Labs,Paid
Data Engineer,Junior,Airflow,The Complete Hands-On Course to Master Apache Airflow (Marc Lamberti),Paid,https://www.udemy.com/course/the-complete-hands-on-course-to-master-apache-airflow/,10h,Data Pipeline Orchestration DAG,Free,"Build an Airflow DAG that ingests API data daily, transforms it with Python operators, and loads to PostgreSQL — following a guided tutorial with focus on core concepts",Astronomer Certification for Apache Airflow,Astronomer,Paid
Data Engineer,Mid,Airflow,The Complete Hands-On Course to Master Apache Airflow (Marc Lamberti),Paid,https://www.udemy.com/course/the-complete-hands-on-course-to-master-apache-airflow/,10h,Data Pipeline Orchestration DAG,Free,"Build an Airflow DAG that ingests API data daily, transforms it with Python operators, and loads to PostgreSQL — independently with documentation and debugging",Astronomer Certification for Apache Airflow,Astronomer,Paid
Data Engineer,Senior,Airflow,The Complete Hands-On Course to Master Apache Airflow (Marc Lamberti),Paid,https://www.udemy.com/course/the-complete-hands-on-course-to-master-apache-airflow/,10h,Data Pipeline Orchestration DAG,Free,"Build an Airflow DAG that ingests API data daily, transforms it with Python operators, and loads to PostgreSQL — with production-grade error handling, testing, and documentation",Astronomer Certification for Apache Airflow,Astronomer,Paid
Data Engineer,Lead,Airflow,The Complete Hands-On Course to Master Apache Airflow (Marc Lamberti),Paid,https://www.udemy.com/course/the-complete-hands-on-course-to-master-apache-airflow/,10h,Data Pipeline Orchestration DAG,Free,"Build an Airflow DAG that ingests API data daily, transforms it with Python operators, and loads to PostgreSQL — while mentoring a peer, writing ADRs, and reviewing code",Astronomer Certification for Apache Airflow,Astronomer,Paid
Data Engineer,Junior,Snowflake,Snowflake – The Complete Masterclass (Nikolai Schuler),Paid,https://www.udemy.com/course/snowflake-masterclass/,11h,Cloud Data Warehouse with Snowflake,Free,"Load CSV data into Snowflake, build a star schema, create views, set up roles, and schedule a task — following a guided tutorial with focus on core concepts",SnowPro Core Certification,Snowflake,Paid
Data Engineer,Mid,Snowflake,Snowflake – The Complete Masterclass (Nikolai Schuler),Paid,https://www.udemy.com/course/snowflake-masterclass/,11h,Cloud Data Warehouse with Snowflake,Free,"Load CSV data into Snowflake, build a star schema, create views, set up roles, and schedule a task — independently with documentation and debugging",SnowPro Core Certification,Snowflake,Paid
Data Engineer,Senior,Snowflake,Snowflake – The Complete Masterclass (Nikolai Schuler),Paid,https://www.udemy.com/course/snowflake-masterclass/,11h,Cloud Data Warehouse with Snowflake,Free,"Load CSV data into Snowflake, build a star schema, create views, set up roles, and schedule a task — with production-grade error handling, testing, and documentation",SnowPro Core Certification,Snowflake,Paid
Data Engineer,Lead,Snowflake,Snowflake – The Complete Masterclass (Nikolai Schuler),Paid,https://www.udemy.com/course/snowflake-masterclass/,11h,Cloud Data Warehouse with Snowflake,Free,"Load CSV data into Snowflake, build a star schema, create views, set up roles, and schedule a task — while mentoring a peer, writing ADRs, and reviewing code",SnowPro Core Certification,Snowflake,Paid
Data Engineer,Junior,BigQuery,From Data to Insights with Google Cloud (Google Cloud Skills Boost),Paid,https://www.cloudskillsboost.google/paths/56,16h,Public Dataset Analytics in BigQuery,Free,"Query NYC taxi and weather public datasets in BigQuery, join tables, and build a Looker Studio report — following a guided tutorial with focus on core concepts",Google Professional Data Engineer,Google,Paid
Data Engineer,Mid,BigQuery,From Data to Insights with Google Cloud (Google Cloud Skills Boost),Paid,https://www.cloudskillsboost.google/paths/56,16h,Public Dataset Analytics in BigQuery,Free,"Query NYC taxi and weather public datasets in BigQuery, join tables, and build a Looker Studio report — independently with documentation and debugging",Google Professional Data Engineer,Google,Paid
Data Engineer,Senior,BigQuery,From Data to Insights with Google Cloud (Google Cloud Skills Boost),Paid,https://www.cloudskillsboost.google/paths/56,16h,Public Dataset Analytics in BigQuery,Free,"Query NYC taxi and weather public datasets in BigQuery, join tables, and build a Looker Studio report — with production-grade error handling, testing, and documentation",Google Professional Data Engineer,Google,Paid
Data Engineer,Lead,BigQuery,From Data to Insights with Google Cloud (Google Cloud Skills Boost),Paid,https://www.cloudskillsboost.google/paths/56,16h,Public Dataset Analytics in BigQuery,Free,"Query NYC taxi and weather public datasets in BigQuery, join tables, and build a Looker Studio report — while mentoring a peer, writing ADRs, and reviewing code",Google Professional Data Engineer,Google,Paid
Data Engineer,Junior,PostgreSQL,The Complete SQL Bootcamp (Jose Portilla),Paid,https://www.udemy.com/course/the-complete-sql-bootcamp/,9h,Rental Property Analytics DB,Free,"Design a normalized schema for a rental platform, write complex queries, window functions, and indexes — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Data Engineer,Mid,PostgreSQL,The Complete SQL Bootcamp (Jose Portilla),Paid,https://www.udemy.com/course/the-complete-sql-bootcamp/,9h,Rental Property Analytics DB,Free,"Design a normalized schema for a rental platform, write complex queries, window functions, and indexes — independently with documentation and debugging",N/A,N/A,N/A
Data Engineer,Senior,PostgreSQL,The Complete SQL Bootcamp (Jose Portilla),Paid,https://www.udemy.com/course/the-complete-sql-bootcamp/,9h,Rental Property Analytics DB,Free,"Design a normalized schema for a rental platform, write complex queries, window functions, and indexes — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Data Engineer,Lead,PostgreSQL,The Complete SQL Bootcamp (Jose Portilla),Paid,https://www.udemy.com/course/the-complete-sql-bootcamp/,9h,Rental Property Analytics DB,Free,"Design a normalized schema for a rental platform, write complex queries, window functions, and indexes — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Data Engineer,Junior,Pandas,Data Analysis with Pandas and Python (Boris Paskhaver),Paid,https://www.udemy.com/course/data-analysis-with-pandas/,19h,COVID-19 Data Explorer,Free,"Clean, merge, and analyze the Our World in Data COVID dataset with Pandas, producing charts and a summary report — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Data Engineer,Mid,Pandas,Data Analysis with Pandas and Python (Boris Paskhaver),Paid,https://www.udemy.com/course/data-analysis-with-pandas/,19h,COVID-19 Data Explorer,Free,"Clean, merge, and analyze the Our World in Data COVID dataset with Pandas, producing charts and a summary report — independently with documentation and debugging",N/A,N/A,N/A
Data Engineer,Senior,Pandas,Data Analysis with Pandas and Python (Boris Paskhaver),Paid,https://www.udemy.com/course/data-analysis-with-pandas/,19h,COVID-19 Data Explorer,Free,"Clean, merge, and analyze the Our World in Data COVID dataset with Pandas, producing charts and a summary report — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Data Engineer,Lead,Pandas,Data Analysis with Pandas and Python (Boris Paskhaver),Paid,https://www.udemy.com/course/data-analysis-with-pandas/,19h,COVID-19 Data Explorer,Free,"Clean, merge, and analyze the Our World in Data COVID dataset with Pandas, producing charts and a summary report — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Data Engineer,Junior,Terraform,HashiCorp Terraform Associate Certification (KodeKloud),Paid,https://www.udemy.com/course/terraform-beginner-to-advanced/,12h,AWS Multi-Tier Infrastructure,Free,"Provision a VPC, EC2 instances, RDS, and S3 bucket on AWS using Terraform modules and remote state — following a guided tutorial with focus on core concepts",HashiCorp Certified: Terraform Associate,HashiCorp,Paid
Data Engineer,Mid,Terraform,HashiCorp Terraform Associate Certification (KodeKloud),Paid,https://www.udemy.com/course/terraform-beginner-to-advanced/,12h,AWS Multi-Tier Infrastructure,Free,"Provision a VPC, EC2 instances, RDS, and S3 bucket on AWS using Terraform modules and remote state — independently with documentation and debugging",HashiCorp Certified: Terraform Associate,HashiCorp,Paid
Data Engineer,Senior,Terraform,HashiCorp Terraform Associate Certification (KodeKloud),Paid,https://www.udemy.com/course/terraform-beginner-to-advanced/,12h,AWS Multi-Tier Infrastructure,Free,"Provision a VPC, EC2 instances, RDS, and S3 bucket on AWS using Terraform modules and remote state — with production-grade error handling, testing, and documentation",HashiCorp Certified: Terraform Associate,HashiCorp,Paid
Data Engineer,Lead,Terraform,HashiCorp Terraform Associate Certification (KodeKloud),Paid,https://www.udemy.com/course/terraform-beginner-to-advanced/,12h,AWS Multi-Tier Infrastructure,Free,"Provision a VPC, EC2 instances, RDS, and S3 bucket on AWS using Terraform modules and remote state — while mentoring a peer, writing ADRs, and reviewing code",HashiCorp Certified: Terraform Associate,HashiCorp,Paid
Data Engineer,Junior,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — following a guided tutorial with focus on core concepts",Docker Certified Associate,Docker,Paid
Data Engineer,Mid,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — independently with documentation and debugging",Docker Certified Associate,Docker,Paid
Data Engineer,Senior,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — with production-grade error handling, testing, and documentation",Docker Certified Associate,Docker,Paid
Data Engineer,Lead,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — while mentoring a peer, writing ADRs, and reviewing code",Docker Certified Associate,Docker,Paid
Data Engineer,Junior,AWS,AWS Certified Solutions Architect – Associate (Stephane Maarek),Paid,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c03/,27h,Serverless Image Processing Pipeline,Free,"Build an S3-triggered Lambda that resizes images, stores metadata in DynamoDB, and sends SNS notifications — following a guided tutorial with focus on core concepts",AWS Solutions Architect Associate,AWS,Paid
Data Engineer,Mid,AWS,AWS Certified Solutions Architect – Associate (Stephane Maarek),Paid,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c03/,27h,Serverless Image Processing Pipeline,Free,"Build an S3-triggered Lambda that resizes images, stores metadata in DynamoDB, and sends SNS notifications — independently with documentation and debugging",AWS Solutions Architect Associate,AWS,Paid
Data Engineer,Senior,AWS,AWS Certified Solutions Architect – Associate (Stephane Maarek),Paid,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c03/,27h,Serverless Image Processing Pipeline,Free,"Build an S3-triggered Lambda that resizes images, stores metadata in DynamoDB, and sends SNS notifications — with production-grade error handling, testing, and documentation",AWS Solutions Architect Associate,AWS,Paid
Data Engineer,Lead,AWS,AWS Certified Solutions Architect – Associate (Stephane Maarek),Paid,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c03/,27h,Serverless Image Processing Pipeline,Free,"Build an S3-triggered Lambda that resizes images, stores metadata in DynamoDB, and sends SNS notifications — while mentoring a peer, writing ADRs, and reviewing code",AWS Solutions Architect Associate,AWS,Paid
Data Engineer,Junior,Redshift,AWS Redshift for Data Warehousing & Analytics (Udemy),Paid,https://www.udemy.com/course/aws-redshift/,7h,Redshift Data Warehouse Pipeline,Free,"Load S3 data into Redshift via COPY, design a star schema, create materialized views, and query with Redshift Spectrum — following a guided tutorial with focus on core concepts",AWS Data Analytics Specialty,AWS,Paid
Data Engineer,Mid,Redshift,AWS Redshift for Data Warehousing & Analytics (Udemy),Paid,https://www.udemy.com/course/aws-redshift/,7h,Redshift Data Warehouse Pipeline,Free,"Load S3 data into Redshift via COPY, design a star schema, create materialized views, and query with Redshift Spectrum — independently with documentation and debugging",AWS Data Analytics Specialty,AWS,Paid
Data Engineer,Senior,Redshift,AWS Redshift for Data Warehousing & Analytics (Udemy),Paid,https://www.udemy.com/course/aws-redshift/,7h,Redshift Data Warehouse Pipeline,Free,"Load S3 data into Redshift via COPY, design a star schema, create materialized views, and query with Redshift Spectrum — with production-grade error handling, testing, and documentation",AWS Data Analytics Specialty,AWS,Paid
Data Engineer,Lead,Redshift,AWS Redshift for Data Warehousing & Analytics (Udemy),Paid,https://www.udemy.com/course/aws-redshift/,7h,Redshift Data Warehouse Pipeline,Free,"Load S3 data into Redshift via COPY, design a star schema, create materialized views, and query with Redshift Spectrum — while mentoring a peer, writing ADRs, and reviewing code",AWS Data Analytics Specialty,AWS,Paid
Data Engineer,Junior,ELK Stack,Complete Elasticsearch Masterclass with Logstash and Kibana (Udemy),Paid,https://www.udemy.com/course/elasticsearch-masterclass/,10h,Log Analytics Platform,Free,"Set up ELK stack with Docker, ship Nginx logs via Logstash, and build a Kibana dashboard with anomaly detection — following a guided tutorial with focus on core concepts",Elastic Certified Engineer,Elastic,Paid
Data Engineer,Mid,ELK Stack,Complete Elasticsearch Masterclass with Logstash and Kibana (Udemy),Paid,https://www.udemy.com/course/elasticsearch-masterclass/,10h,Log Analytics Platform,Free,"Set up ELK stack with Docker, ship Nginx logs via Logstash, and build a Kibana dashboard with anomaly detection — independently with documentation and debugging",Elastic Certified Engineer,Elastic,Paid
Data Engineer,Senior,ELK Stack,Complete Elasticsearch Masterclass with Logstash and Kibana (Udemy),Paid,https://www.udemy.com/course/elasticsearch-masterclass/,10h,Log Analytics Platform,Free,"Set up ELK stack with Docker, ship Nginx logs via Logstash, and build a Kibana dashboard with anomaly detection — with production-grade error handling, testing, and documentation",Elastic Certified Engineer,Elastic,Paid
Data Engineer,Lead,ELK Stack,Complete Elasticsearch Masterclass with Logstash and Kibana (Udemy),Paid,https://www.udemy.com/course/elasticsearch-masterclass/,10h,Log Analytics Platform,Free,"Set up ELK stack with Docker, ship Nginx logs via Logstash, and build a Kibana dashboard with anomaly detection — while mentoring a peer, writing ADRs, and reviewing code",Elastic Certified Engineer,Elastic,Paid
Backend Engineer,Junior,Python,100 Days of Code: The Complete Python Pro Bootcamp (Angela Yu),Paid,https://www.udemy.com/course/100-days-of-code/,60h,CLI Data Analysis Tool,Free,"Build a command-line tool that reads CSV data, performs statistical analysis, and outputs formatted reports — following a guided tutorial with focus on core concepts",PCEP – Certified Entry-Level Python Programmer,Python Institute,Paid
Backend Engineer,Mid,Python,100 Days of Code: The Complete Python Pro Bootcamp (Angela Yu),Paid,https://www.udemy.com/course/100-days-of-code/,60h,CLI Data Analysis Tool,Free,"Build a command-line tool that reads CSV data, performs statistical analysis, and outputs formatted reports — independently with documentation and debugging",PCEP – Certified Entry-Level Python Programmer,Python Institute,Paid
Backend Engineer,Senior,Python,100 Days of Code: The Complete Python Pro Bootcamp (Angela Yu),Paid,https://www.udemy.com/course/100-days-of-code/,60h,CLI Data Analysis Tool,Free,"Build a command-line tool that reads CSV data, performs statistical analysis, and outputs formatted reports — with production-grade error handling, testing, and documentation",PCEP – Certified Entry-Level Python Programmer,Python Institute,Paid
Backend Engineer,Lead,Python,100 Days of Code: The Complete Python Pro Bootcamp (Angela Yu),Paid,https://www.udemy.com/course/100-days-of-code/,60h,CLI Data Analysis Tool,Free,"Build a command-line tool that reads CSV data, performs statistical analysis, and outputs formatted reports — while mentoring a peer, writing ADRs, and reviewing code",PCEP – Certified Entry-Level Python Programmer,Python Institute,Paid
Backend Engineer,Junior,Golang,Learn How To Code: Google's Go (Golang) Programming Language (Todd McLeod),Paid,https://www.udemy.com/course/learn-how-to-code/,47h,Concurrent File Processor,Free,"Build a CLI tool in Go that processes files concurrently using goroutines, channels, and worker pools — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Backend Engineer,Mid,Golang,Learn How To Code: Google's Go (Golang) Programming Language (Todd McLeod),Paid,https://www.udemy.com/course/learn-how-to-code/,47h,Concurrent File Processor,Free,"Build a CLI tool in Go that processes files concurrently using goroutines, channels, and worker pools — independently with documentation and debugging",N/A,N/A,N/A
Backend Engineer,Senior,Golang,Learn How To Code: Google's Go (Golang) Programming Language (Todd McLeod),Paid,https://www.udemy.com/course/learn-how-to-code/,47h,Concurrent File Processor,Free,"Build a CLI tool in Go that processes files concurrently using goroutines, channels, and worker pools — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Backend Engineer,Lead,Golang,Learn How To Code: Google's Go (Golang) Programming Language (Todd McLeod),Paid,https://www.udemy.com/course/learn-how-to-code/,47h,Concurrent File Processor,Free,"Build a CLI tool in Go that processes files concurrently using goroutines, channels, and worker pools — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
